"gene","logFC","logCPM","PValue","FDR","topDE"
"SNRPGP18",1.04155494473989,5.22384812921041,1.76231419676593e-06,0.000125014566793293,"Up"
"AC144521.1",1.0829123555346,5.1512822582046,1.77917919796038e-06,0.000125750307838323,"Up"
"RHEBP2",0.911100049272741,5.44833021587466,1.79118737470068e-06,0.00012613867163074,"NA"
"AF131215.1",0.983684334364206,5.29313962718005,1.82278809043102e-06,0.000127260127705071,"NA"
"AC012181.1",0.770883284371282,5.75658621363671,1.82681040517311e-06,0.000127260127705071,"NA"
"CKAP2L",0.843893153124188,5.59940958788097,1.82682616451564e-06,0.000127260127705071,"NA"
"AC090517.2",0.88854307431901,5.49137480152839,1.88003655889967e-06,0.000130497448027423,"NA"
"AC007750.1",0.780547223933892,5.69850790672516,1.91851833583189e-06,0.0001324488735146,"NA"
"TPT1P9",0.946869730691771,5.37143119420366,1.92182864079328e-06,0.0001324488735146,"NA"
"AP000240.1",1.02563107684803,5.20442080399611,1.93336525208061e-06,0.000132771459119834,"Up"
"CH25H",0.8765012081314,5.51732107891083,2.02552551063875e-06,0.000138608929466537,"NA"
"RPL21P16",0.675021158160229,6.00078032379549,2.04643557102722e-06,0.000139546729818708,"NA"
"AC004067.1",0.885209720147913,5.47354124474381,2.10357031801294e-06,0.0001429394483461,"NA"
"AP000350.2",0.918994481434013,5.40112348953522,2.12799043606553e-06,0.000144093226520437,"NA"
"PHOX2A",-0.922106305084025,4.8300317316341,2.13959481770659e-06,0.000144374192472843,"NA"
"AC112504.1",-0.821342610292419,5.06050798517082,2.1510922812201e-06,0.00014464601777121,"NA"
"AC008074.2",0.853930941156727,5.5422041328945,2.16762016488909e-06,0.000145253052294956,"NA"
"UBE2T",0.873765021895066,5.47294572352051,2.26954767235304e-06,0.000151558828354445,"NA"
"MTND5P11",-0.693737880843503,5.42234036056705,2.28823795894602e-06,0.000152281842999824,"NA"
"RPL9P30",1.06196479447281,5.18088750004644,2.30957032146553e-06,0.000153175133032539,"Up"
"ACBD3-AS1",0.981385719158103,5.28764794368505,2.33510897770633e-06,0.00015434034287461,"NA"
"SNORA81",0.571983860605319,6.35375582720681,2.39024326008662e-06,0.000157447112159311,"NA"
"TMSB4XP4",0.857764725296846,5.50062643161065,2.44611074364442e-06,0.000160580951394637,"NA"
"AC008833.1",1.04574967170052,5.19678781653292,2.50088521632605e-06,0.00016362210506544,"Up"
"AC011448.1",-0.758312885452849,5.21739378215459,2.53464793598138e-06,0.000164758131930844,"NA"
"AD000671.2",0.978219995539744,5.28555392263905,2.53526403570131e-06,0.000164758131930844,"NA"
"AC244093.4",1.00701730285911,5.24880253183712,2.62566761890205e-06,0.000170062471931963,"Up"
"AP000526.1",1.03632797372104,5.16236357226858,2.68078849920192e-06,0.000173009244453829,"Up"
"ANGPTL8",-0.846140588603286,4.9719555340847,2.68903142520926e-06,0.000173009244453829,"NA"
"RPL17-C18orf32",0.781097833093951,5.68986982021442,2.70961140285654e-06,0.000173756074263973,"NA"
"DIAPH3",0.803493260908776,5.61641467651276,2.75282928323923e-06,0.000175944857753171,"NA"
"MAPK8IP2",-0.77493533937125,5.1773504801246,2.78997826697902e-06,0.000177531481976688,"NA"
"RASA4DP",-0.733961465898231,5.30292196036065,2.79598791711711e-06,0.000177531481976688,"NA"
"SHANK1",-0.823605399793389,5.03293583605967,2.85465257203251e-06,0.000180664057875757,"NA"
"AC069431.2",0.785884250980688,5.64163004925442,2.87914660487712e-06,0.000181620694299838,"NA"
"AC080014.1",0.744940817263954,5.7580673152011,2.96564356647785e-06,0.000186469653598734,"NA"
"PEBP1P3",0.979586616840457,5.26295904711346,3.04640835805942e-06,0.000190597566726089,"NA"
"ANKRD24",-0.743404389340487,5.23204776708705,3.05553898643249e-06,0.000190597566726089,"NA"
"BLID",0.878474678173366,5.43712066517115,3.06567209595786e-06,0.000190597566726089,"NA"
"OR6A2",0.861202878838513,5.46713692749709,3.07066202718888e-06,0.000190597566726089,"NA"
"AC096586.2",0.937583917876402,5.36091678835415,3.09273805440449e-06,0.000191354521283058,"NA"
"RNF138P1",0.744420527166315,5.75629362342052,3.16971822132543e-06,0.000195492876032447,"NA"
"AC010733.2",0.90843363827479,5.66586451578965,3.20964176337349e-06,0.000197326737744416,"NA"
"AC079305.1",-0.916795987509143,4.82565834045548,3.22217652438336e-06,0.000197470476491165,"NA"
"AC007038.2",0.755008827257935,5.72217978006851,3.25763888064665e-06,0.000199013989156476,"NA"
"AC005224.2",1.0365612930804,5.15531699303916,3.27946416579579e-06,0.000199717305140884,"Up"
"HIST1H2AB",0.873310677511701,5.4641262685408,3.31051140988472e-06,0.000200976062582531,"NA"
"CSPG4P13",-0.638964000654261,5.60625550958193,3.34567696266321e-06,0.000202476187684174,"NA"
"AC018926.3",0.894468205000034,5.4190859320626,3.42902381557793e-06,0.000206873754556019,"NA"
"CD101",0.793352679798246,5.63528357998479,3.5501099714916e-06,0.000213357893438803,"NA"
"AC125611.2",0.815878636105936,5.55874497949007,3.55853555616717e-06,0.000213357893438803,"NA"
"TLR8",0.592380989194032,6.22061158172511,3.58039436555837e-06,0.000214005917541368,"NA"
"PTGS2",0.711668966410981,5.86091955224417,3.67672162240085e-06,0.000219087356736661,"NA"
"AL353662.1",0.954206565858991,5.29240094282921,3.72794665449855e-06,0.000221458327947911,"NA"
"AC091185.2",1.00495459862871,5.20515207883371,3.77905165375475e-06,0.000223383173594605,"Up"
"AC027796.3",-0.654630468075764,5.54034460585083,3.78341841056647e-06,0.000223383173594605,"NA"
"AC066613.1",0.780655171087657,5.63420277011948,3.80584922286938e-06,0.000224024547264706,"NA"
"TAS2R64P",0.799277309505939,5.59677873070738,3.83099946440619e-06,0.000224821623114213,"NA"
"AC020907.5",-0.785140213406427,5.12965195544114,3.8934094660265e-06,0.000227793860178457,"NA"
"AC007620.3",0.923632349567565,5.3400155785694,4.03484960056664e-06,0.000235358124592089,"NA"
"AC135012.1",-0.862609808434444,4.93107625403819,4.0646810958502e-06,0.00023638622853524,"NA"
"AC012184.2",0.907075970862351,5.5567111631479,4.12016914528575e-06,0.000238895795411987,"NA"
"AC020656.2",1.03782523755143,5.14761291230889,4.24735867380853e-06,0.000244906628831908,"Up"
"TMED7-TICAM2",0.667680725565943,5.939366821934,4.24912874561196e-06,0.000244906628831908,"NA"
"AC027237.1",0.721410529355029,5.79426150796396,4.28799990659192e-06,0.000246413668222727,"NA"
"AC093788.1",0.739897172451028,5.72782257033832,4.31459913645579e-06,0.000247208659398233,"NA"
"AC073569.3",0.758496957703586,5.67976261957356,4.36989217100161e-06,0.000249638146854328,"NA"
"PIGFP2",0.92435578316529,5.3212059136199,4.49538188786303e-06,0.000256051663648104,"NA"
"SLC26A10",-0.672954121274695,5.45514456957407,4.52087242170696e-06,0.000256748432019874,"NA"
"PLCH1",0.903912493794552,5.33593711320061,4.72252432674736e-06,0.000267416392139735,"NA"
"AC099791.2",-0.879858574703384,4.88514699636719,4.75888125501759e-06,0.000268689488001955,"NA"
"STPG3-AS1",-0.814082043384227,5.00609035332799,4.80788616005767e-06,0.00027066721911534,"NA"
"AC012170.2",0.864665575487913,5.42717337303907,4.83085128368482e-06,0.000271171785390841,"NA"
"KLF15",-0.646205498022735,5.54602558202967,4.91656524148935e-06,0.000275084100872646,"NA"
"HRCT1",-0.686955754627554,5.37948232088969,4.92895708988991e-06,0.000275084100872646,"NA"
"DEC1",0.895578243316848,5.37978324182848,4.9988596777014e-06,0.000278183668156222,"NA"
"AP003072.5",0.907543625577364,5.31809160255993,5.26519103652123e-06,0.00029216529975149,"NA"
"CDKN2B-AS1",0.800515277239793,5.57542919939539,5.32949247708194e-06,0.000294888432317625,"NA"
"AL133330.1",0.748059601780377,5.67606603399356,5.35272767677967e-06,0.000295330268343348,"NA"
"AC093155.1",0.949493346797118,5.25157166999284,5.40226004754936e-06,0.000297216386593298,"NA"
"TTC3-AS1",0.913560316460516,5.3009816238577,5.41993946567003e-06,0.000297344327739847,"NA"
"AC007546.1",0.921554235421295,5.28380639461956,5.57119318882262e-06,0.000304778890663104,"NA"
"AC010627.1",0.843809247244612,5.49398926553972,5.6847492505541e-06,0.000309899575393039,"NA"
"AP000462.2",0.913204978722021,5.31543906738363,5.69680103479922e-06,0.000309899575393039,"NA"
"AC010533.1",0.760609150243551,5.6746683775537,5.72570137617809e-06,0.000310599251683655,"NA"
"SLC16A6",0.66379292626482,5.92298928932353,5.76196830235496e-06,0.00031084345559916,"NA"
"AC026124.2",0.83300464430964,5.46633862866143,5.76230509966427e-06,0.00031084345559916,"NA"
"HOXC10",-0.590807603156555,5.71954289506962,5.84429177800026e-06,0.000314390429368758,"NA"
"MUC12",-0.554414381560226,5.86849928548471,5.91042029664636e-06,0.00031706703452868,"NA"
"AC073569.1",0.820014296508333,5.51952729014483,6.00036224417018e-06,0.000321002804476795,"NA"
"AC113404.3",0.772863248633234,5.61181641405131,6.06351288462806e-06,0.000323487577200295,"NA"
"ZNF837",-0.687198294248084,5.34658824067152,6.18350827603881e-06,0.000328983025477383,"NA"
"AC037198.2",0.973970414309611,5.19537513796815,6.23564634531568e-06,0.000330848019516119,"NA"
"AC002401.2",-0.920212587288075,4.75640838322109,6.28050094557034e-06,0.000332317435278457,"NA"
"SAMSN1",0.607519174477813,6.09589458049571,6.32113569837569e-06,0.00033355616875952,"NA"
"VDAC2P2",1.00261480259146,5.17584313584221,6.341065746966e-06,0.000333698584934086,"Up"
"AP000879.1",0.763576142183169,5.65908299967771,6.46113446393146e-06,0.000339095745334679,"NA"
"ERMN",0.729901201706288,5.74105807010248,6.53660077333648e-06,0.000341330317173292,"NA"
"AC244131.1",0.86618296979973,5.39110058158119,6.53896249464481e-06,0.000341330317173292,"NA"
"KCNQ4",-0.724118438705421,5.22655438749731,6.66569899905637e-06,0.000347010555956252,"NA"
"AC074212.1",-0.621855622690847,5.57627415995545,6.72649328863854e-06,0.000348369866675101,"NA"
"TMEM26",0.84970742057196,5.43369083808639,6.74577610261091e-06,0.000348369866675101,"NA"
"DAPK1-IT1",0.84272328924102,5.43495967603608,6.74577610261091e-06,0.000348369866675101,"NA"
"IGF2",-0.479419977035953,6.2431533206321,6.76644944965055e-06,0.000348508138409395,"NA"
"GRAMD1C",0.690640579546782,5.81796667913269,6.82340989587608e-06,0.000350509697728213,"NA"
"LTBP4",-0.441556044487566,6.44814131193866,6.84258783829001e-06,0.000350564963164879,"NA"
"AC069528.2",0.799093307107047,5.55709875996628,6.90924575636231e-06,0.000353046050970218,"NA"
"SLC34A3",-0.887940673955763,4.82876568203326,7.20252251979882e-06,0.000367063292416905,"NA"
"AP002505.2",0.751233863052992,5.64581689509789,7.29119761740241e-06,0.000370607173382192,"NA"
"TMEM56-RWDD3",0.754191851728009,5.65685100869136,7.39145313367903e-06,0.000374719584782272,"NA"
"APC2",-0.603018702075125,5.66187687505316,7.4380630896304e-06,0.000376097989017708,"NA"
"HSPE1P13",0.908893050129864,5.32350716741218,7.5425704330506e-06,0.000379401088328462,"NA"
"AC104966.1",0.901012435391143,5.32433743812236,7.5425704330506e-06,0.000379401088328462,"NA"
"AC007728.3",0.887211831087366,5.35595122982485,7.59773429394734e-06,0.000380591891474343,"NA"
"AC092652.3",0.866957902041037,5.38564873455859,7.6055490034375e-06,0.000380591891474343,"NA"
"SLC4A9",-0.801218635160462,5.01563540599762,7.66833122302102e-06,0.000381755662913497,"NA"
"FBXL16",-0.642823492158596,5.51046377197272,7.6800603136599e-06,0.000381755662913497,"NA"
"AC093155.3",0.780216385372889,5.58126107410141,7.70765590205397e-06,0.000381755662913497,"NA"
"AL078459.1",0.773056103122345,5.58142859036526,7.70765590205397e-06,0.000381755662913497,"NA"
"GPR65",0.617034708720329,6.03866499593498,7.82515033661937e-06,0.000386586381170844,"NA"
"ZDHHC4P1",0.774727082514301,5.59368636364384,7.84693521087257e-06,0.000386676201765288,"NA"
"AC023510.2",0.879687735196965,5.34086446976403,7.87348053510026e-06,0.000386999553407999,"NA"
"PDHA1P1",0.824745803636927,5.44477639476936,8.06799706174477e-06,0.000395556534424682,"NA"
"ANKRD53",-0.698613146270404,5.29205726783972,8.26564649384555e-06,0.000403932781227221,"NA"
"AC009318.4",0.957391315948288,5.2211506024666,8.29718132624589e-06,0.000403932781227221,"NA"
"SULT1A4",0.59663523066405,6.09857787877121,8.30141727400774e-06,0.000403932781227221,"NA"
"DBH",-0.815435754826351,4.95884730486418,8.35922689749152e-06,0.000405726285956944,"NA"
"THAP12P7",0.744200476972687,5.65478900295649,8.45116665805121e-06,0.00040916323374955,"NA"
"AC110619.1",-0.831861423448243,4.94559119981883,8.48650403363862e-06,0.000409849469115824,"NA"
"AC022400.3",0.731693842560155,5.677363153615,8.64931070243416e-06,0.000416134099119866,"NA"
"AC099804.1",0.752338591645866,5.61644619763835,8.6770091252994e-06,0.000416134099119866,"NA"
"EXO1",0.832475116161715,5.4427458004206,8.68109966149055e-06,0.000416134099119866,"NA"
"CCN6",0.818178158921997,5.48351917550163,8.76919897815728e-06,0.00041931927755801,"NA"
"MTND4P32",0.855133249092523,5.3837955827229,8.84047000519379e-06,0.000421686064336411,"NA"
"AL390318.1",0.721819108203454,5.71120975160616,8.900153502015e-06,0.000423489859262955,"NA"
"AC113398.2",0.899090196204402,5.30492244246788,9.10793697960034e-06,0.000432314479281716,"NA"
"CD244",0.724643931860573,5.68731351073484,9.33270056819614e-06,0.000441899949153268,"NA"
"SPTBN4",-0.613833740491936,5.60030291201068,9.41769156029759e-06,0.000443804859819728,"NA"
"AC060766.7",0.721873883845758,5.69855349116505,9.41876471062214e-06,0.000443804859819728,"NA"
"AC093585.1",-0.650403900031256,5.44100670517236,9.45053668702297e-06,0.000444221100681764,"NA"
"AP000757.1",-0.627130859195055,5.52224898186394,9.56469953412613e-06,0.000448498719559048,"NA"
"AC079880.2",0.900320416777026,5.27095503478084,9.70842210576404e-06,0.000454004015671352,"NA"
"AL022238.3",-0.747247691668913,5.12489111789092,9.72899238374529e-06,0.000454004015671352,"NA"
"AL390957.1",0.793484105928907,5.54866393529745,9.79727655954288e-06,0.000456091485221412,"NA"
"AC133555.4",-1.49249978551179,4.54785629746597,9.86360493624854e-06,0.000457628991323308,"Down"
"AC008033.3",0.789501416748742,5.5095562461039,9.87756472029033e-06,0.000457628991323308,"NA"
"AC002543.1",0.665142402105611,5.87177045765047,9.97530169106842e-06,0.000461054158828713,"NA"
"RN7SL473P",0.909777060434003,5.25221292842337,1.00027434024586e-05,0.000461221735076222,"NA"
"TAS2R63P",0.842690073885948,5.43831222239261,1.004594985592e-05,0.000462113693372318,"NA"
"AC087821.2",0.771416812069719,5.57414821752006,1.01544241782234e-05,0.000465996631837619,"NA"
"AL513165.2",0.850311400729786,5.37883208154186,1.02693110639841e-05,0.000470154794480178,"NA"
"AC105114.1",0.783849907202154,5.53554029063856,1.03018636096993e-05,0.000470532761003388,"NA"
"Z86062.1",0.959176835325541,5.21646703832282,1.057019637711e-05,0.00047939677526724,"NA"
"ZNF816-ZNF321P",0.943588319995714,5.21728834830929,1.057019637711e-05,0.00047939677526724,"NA"
"CHURC1-FNTB",0.929427312637524,5.21722818118838,1.057019637711e-05,0.00047939677526724,"NA"
"MCM10",0.813633677679021,5.46586000264904,1.06033789801279e-05,0.000479778124600834,"NA"
"AF230666.1",0.758805997167855,5.6114172109655,1.06292803874246e-05,0.000479829006953066,"NA"
"RPS3AP47",0.9573099367117,5.19860554206136,1.08390445405559e-05,0.000488160317610246,"NA"
"AC069549.1",0.781040355749844,5.53322173892165,1.10455946980694e-05,0.000496308554345274,"NA"
"AP002381.1",0.873797419081392,5.31542980819693,1.10917561381535e-05,0.000496573818241603,"NA"
"RDH10-AS1",0.81069333320354,5.45101737614086,1.11027813331929e-05,0.000496573818241603,"NA"
"RN7SKP80",0.729079310858373,5.65984750051311,1.11474239108205e-05,0.000497421685384678,"NA"
"ANGPTL3",0.73104084803011,5.67099555050698,1.1256538065864e-05,0.000501135899272465,"NA"
"AL008729.2",0.967290550727967,5.16125808781703,1.1334862955282e-05,0.000503465495394475,"NA"
"AC079601.1",0.815083688001113,5.46440745782456,1.13921867314264e-05,0.000504853748834791,"NA"
"AC067945.1",0.860109831029907,5.33072579931701,1.15412860905946e-05,0.00051029348500104,"NA"
"HS3ST3B1",0.690751540625918,5.7733606913209,1.18882166432435e-05,0.000524435543309919,"NA"
"TSNAX-DISC1",0.66811697662838,5.84765891529842,1.19865331850612e-05,0.000527570912867943,"NA"
"C15orf65",0.856875868565056,5.38967252386368,1.23131523256932e-05,0.000540717705077946,"NA"
"AC090204.1",0.887060966940954,5.32730092706336,1.24524539695438e-05,0.00054559779089182,"NA"
"KLRC4",0.828738075700095,5.40364397006753,1.26952386107781e-05,0.000554621730927801,"NA"
"AC084824.4",0.725176272191568,5.65781231389744,1.27156897930364e-05,0.000554621730927801,"NA"
"TSIX",0.76222285990678,5.68615527200153,1.27473942883136e-05,0.000554755141095463,"NA"
"HIST1H2AD",0.788332557290839,5.49103990445175,1.28164785517501e-05,0.000556511039536307,"NA"
"RPS15AP16",0.890146218854194,5.30996863717843,1.29265432741335e-05,0.000558784457693904,"NA"
"AC093535.1",0.874777070281884,5.31151530302967,1.29265432741335e-05,0.000558784457693904,"NA"
"AC125611.4",-0.835729057336506,4.88003737247884,1.3249240581799e-05,0.000571458336541468,"NA"
"ACSM6",0.910635038386054,5.26245265358682,1.32842356460739e-05,0.000571694461159704,"NA"
"CHADL",-0.706305615603723,5.24014742665972,1.33969692575809e-05,0.000574750974056295,"NA"
"SPC25",0.943770170153561,5.20902956264217,1.34442936717702e-05,0.000574750974056295,"NA"
"AC009303.3",0.943639697416984,5.20956175337845,1.34442936717702e-05,0.000574750974056295,"NA"
"KNL1",0.629232126791352,5.97214839683765,1.36375434316643e-05,0.00058172833942205,"NA"
"RPL36A-HNRNPH2",-1.63615676839479,4.76918166819592,1.4064686153511e-05,0.000598630136371197,"Down"
"AC018553.2",-0.908415683455749,4.73376083885272,1.42119649431334e-05,0.000603572177826145,"NA"
"TCF7L1",-0.529073093521549,5.89120641342578,1.42884762736893e-05,0.000605493723230342,"NA"
"TPSG1",-0.809883931511907,4.9188988495157,1.4324710066172e-05,0.00060570378851853,"NA"
"AC026202.2",0.907619681779084,5.26015451824039,1.43613148731042e-05,0.000605928592227748,"NA"
"AL136962.1",0.886730031699278,5.29322348150446,1.44735189099016e-05,0.000607833670830898,"NA"
"CCL23",0.856883572462811,5.32411946911589,1.44889723610359e-05,0.000607833670830898,"NA"
"PPL",-0.449147253382938,6.33737143048779,1.45006276940966e-05,0.000607833670830898,"NA"
"AC108693.1",0.800457284395157,5.48602065777132,1.47543630173341e-05,0.000617133896746637,"NA"
"SNRPGP4",0.886571106986389,5.27648694893018,1.49981711037134e-05,0.000625979701712314,"NA"
"TXK",0.677709957007351,5.77791059458953,1.52889062984048e-05,0.00063674184811808,"NA"
"AC073896.1",-1.38050570295648,5.00468855348544,1.53555703994687e-05,0.00063814587200882,"Down"
"MT-ND1",-0.40864349652926,6.56503764644634,1.55712404895684e-05,0.000645723004969983,"NA"
"SBK1",-0.679033266843048,5.30592275043868,1.60803591334251e-05,0.00066541075849981,"NA"
"RN7SL600P",0.860171899251781,5.33722135686354,1.61833875382277e-05,0.000667515920907784,"NA"
"AL513475.2",0.892152308955045,5.27217047765784,1.62001695149571e-05,0.000667515920907784,"NA"
"AC020978.8",0.79539670743367,5.45541191212465,1.62710264319252e-05,0.000669012097411174,"NA"
"EIF4EP1",0.73359354016769,5.63813841498038,1.63792671193198e-05,0.000672035777611752,"NA"
"AC002553.2",0.828192752311941,5.38375677818545,1.65234799628782e-05,0.000676519477719028,"NA"
"ANLN",0.629393586783655,5.9306655350166,1.66167285876188e-05,0.000678902037611448,"NA"
"AC008953.1",0.899423964598123,5.25649199728277,1.67756826148788e-05,0.000683048377015497,"NA"
"NME1-NME2",0.752644392867072,5.58850550376631,1.67887549034068e-05,0.000683048377015497,"NA"
"KDELC1P1",0.861725542806898,5.32121910560709,1.68471591696581e-05,0.000683987598489725,"NA"
"NUSAP1",0.645669477422692,5.89064674705476,1.69523443199129e-05,0.000686818201044841,"NA"
"AC096708.2",0.943241229434003,5.15050734549157,1.70685440804894e-05,0.0006900823061853,"NA"
"SYN1",-0.710915287231659,5.19163234992887,1.72905918237378e-05,0.00069760333595522,"NA"
"F10",-0.695063213302267,5.22435390598003,1.73513681965179e-05,0.000698599992710533,"NA"
"ARPC3P1",0.84966908671413,5.33509888928895,1.74385497385392e-05,0.000700360163941105,"NA"
"VPS26BP1",0.751749951279972,5.56179145650504,1.75035794354794e-05,0.000700360163941105,"NA"
"AL445435.1",0.740823170308552,5.56299508003236,1.75035794354794e-05,0.000700360163941105,"NA"
"LINC01678",-0.65286122687518,5.35681180750869,1.77459711356428e-05,0.000707597551019916,"NA"
"AL596325.2",0.712709595680895,5.66158471536763,1.77575343279809e-05,0.000707597551019916,"NA"
